"For me one of the advantages of this resort is that it gives you access to sparsely crowded strip of a clean beach and also a close access to the city. If one likes to walk then the city market is I think around three kilometers away. We had a bay view room , specious and comfortable. We relaxed to the lapping sound of waves in the afternoon and in the night. Did not have meals in their restaurants but the breakfasts were good and catring to vegetarians as well as non-vegetarians with ample choice. The hotel has Gem in GBC (Goa Baking Company) the hotel Patisserie, manned by very efficient young and smiling excellent servers. I did not note their names, my apologies. The names which however I remember for their excellent service and functional skills are Pranali - Front Office, Shruti (makes mean cocktails) - AZUR, Sadika - House Keeping and Delana -  giving a different dimension to F & B Service. This was our second stay at this hotel. Always worth a visit and off course stay.. The hotel staff in every department makes the stay special. Thank you for  a wonderful stay.…",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
The experience was excellent.  Hospitality and Food were excellent as well.  Would absolutely love to come back. The bakery was the best feature of the hotel... The sandwiches and pastries were really nice. We ordered a box of chocolate and it was outstanding.,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Very good hospitality...  Pranay was kind and polite who provided helpful information and connected well with same social circle  The good is good as always along with the view from.the room is stunning capturing Goa well,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"It was a nice stay at the marriot resort Goa, we had great time and fun staying here. The food was really nice here. The front desk team and service managers were very co-operative and always ready to help. Over all, excellent experience",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
overall the stay was amazing. the front desk team was amazing. the service of waterfront was a little slow. however we loved the stay and will come back. kudi to sumati and team . the dinner was slow service,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Our stay was as good as it can get. The staff here are very courteous and helpful. The room dining area and the whole place looked very hygienic. Support staff was very helpful. Special mentions to the lady in the spa her service was very good. Breakfast and dinner spread was very good. Would surely love to come back again,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Marriott is one of the certain thinks in life: impeccable service and beautiful design. In a country like India where cleanliness and service lack everywhere it was refreshing to stay 4 nights in such great place. Thank you to all the staff especially the manager (can’t remember the name I think Vidal or Wisha),Date of stay: October 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Greetings  I went for a brunch to the Waterfront restaurant at Marriott Goa . I am extremely dissatisfied with the absence of plant based, Vegan options at the brunch.   For a hotel of the supposed calibre of Marriott, the inability to keep up with the changing scenario wherein the world is rapidly embracing a plant based diet and the larger Vegan Ethic for ethical, environmental and health reasons even in hardcore meat eating cultures is extremely disappointing. Even in the traditional Indian food which has innumerable plant based,vegan by default dishes, the addition of dairy butter, ghee is absolutely unnecessary.   And it's surprising that your hotel is unaware of the global scenario wherein plant based, Vegan alternatives to meat and dairy are taking the world by storm. …",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_20""></span>"
It’s a fantastic experience . The hospitality started from the time I entered at the front help desk. Ms.Sumati has treated so well and extended full support for the hassle free check-in till checkout. The quality of food awesome and tasty. I will recommend the same to my team and I would like to visit again when ever I come to Goa. Thanks you  Regards Rajendra,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Checked in to marriot on 8th dec 2021 for a 2 night stay. We booked Bay view room with patios. On arrival at the resort, we were welcomed by the very warm hosts Sumati and Pranay. Also want to give a big shoutout to Delana. Gave us the room at around 2:30 pm even though the checkin time was 4 pm which was very much appreciated. The room was lovely with an awesome view of the sea from the sit-out . The washroom was ok with a very small bathtub. We booked breakfast and dinner in the package which was served as a buffet at the waterfront restaurant by the pool side. I personally didn't find it any special with very few options. We also had 2 complimentary cocktails in our package by the poolside and those were definitely in a ""complimentary"" genre. LIIT  tasted more like…",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_40""></span>"
"Simply grill by the swimming pool is amazing. Our bartender Antony made amazing cocktails for us!! Pina colado was our favourite!!! Think of visiting again!! The location is great, the ambience is great. They have amazing service. The location is amazing with one side sea and one side pool. You can have drink in the pool as well",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
Best Stay ever at marriot goa.. Loved the hospitality. Thanks alot for the bday cake and will surely visit again. Thanks a lot Sumati (Head of guest relation) for the hospitality. And the stay was amazing.,Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"A great stay , a very good experience, best staff, very helpful, miss pranali attended very well. Stay was very wonderful. Breakfast was also good as well as staff.  Pranali really took care of us during stay.  Will definatly come back to stay in this place",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
"Me and my family enjoyed our stay at Marriott Goa. Sumati has taken care of our entire stay from day one till our check out. Delana and Gurpreet were very helpful on providing good options in food. Entire team is very keen to take feedbacks and improve continuosly. Liked the surprise from hotel team in my birthday the room decoration, cake and personal note from sumati. Overall really happy with my stay and recommend to all.",Date of stay: December 2021,"<span class=""ui_bubble_rating bubble_50""></span>"
